quote_id,sqft_extracted,source,pattern
5826,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5848,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5851,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5858,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5868,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5870,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5882,1000.0,job_description,"(\d[\d\s\.,]*)\s*sq\.?\s*ft\.?"
5886,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5887,1000.0,job_description,"(\d[\d\s\.,]*)\s*sq\.?\s*ft\.?"
5892,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5894,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5900,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5922,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5923,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5943,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5948,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5957,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5959,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5963,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5967,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5978,643.0,job_description,"toiture\s*[:\-=]?\s*(\d[\d\s\.,]*)"
5991,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5994,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
5996,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6004,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6009,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6014,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6023,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6027,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6028,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6041,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6043,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6056,1000.0,job_description,"(\d[\d\s\.,]*)\s*sq\.?\s*ft\.?"
6077,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6092,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6093,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6095,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6099,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6116,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6120,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6124,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6125,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6129,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6130,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6137,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6138,1330.0,job_description,"(\d[\d\s\.,]*)\s*p2"
6144,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6145,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6161,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6167,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6168,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6212,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6215,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6226,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6230,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
6242,1000.0,job_description,"(\d[\d\s\.,]*)\s*pi²"
