quote_id,job_name,job_category,sqft_final,quoted_total,year
727,20FR Chantier bardeaux,Bardeaux,1000.0,2224.81,2021
730,40FR Chantier Elastomère,Other,750.0,14858.84,2021
731,40FR Chantier Elastomère,Other,750.0,14119.47,2021
735,20FR Chantier bardeaux,Bardeaux,1000.0,2722.81,2021
736,20FR Chantier bardeaux,Bardeaux,1000.0,2661.82,2021
737,20FR Chantier bardeaux,Bardeaux,6256.0,22850.0,2021
738,40EN Elastomer worksite,Other,900.0,17308.05,2021
739,40EN Elastomer worksite,Other,900.0,17308.05,2021
754,40FR Chantier Elastomère,Other,4800.0,72297.91,2021
760,20FR Chantier bardeaux,Bardeaux,886.0,2786.08,2021
761,40FR Chantier Elastomère,Other,950.0,16088.61,2021
764,40FR Chantier Elastomère,Other,1550.0,28989.13,2021
765,Location Nacelle mat articulé 63pi essence ou propane,Other,2400.0,3305.84,2021
771,20FR Chantier bardeaux,Bardeaux,250.0,2173.19,2021
772,20FR Chantier bardeaux,Bardeaux,1000.0,2645.96,2021
780,20FR Chantier bardeaux,Bardeaux,4045.0,28816.42,2021
785,Installation Isolant Polyisocyanurate,Other,138.0,2140.0,2021
786,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,3341.0,2021
788,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,3250.0,2021
789,20FR Chantier bardeaux,Bardeaux,1332.0,5394.23,2021
795,40EN Elastomer worksite,Other,3400.0,60675.96,2021
797,40 Chantier Elastomère,Other,700.0,10901.97,2021
806,20FR Chantier bardeaux,Bardeaux,1547.0,37928.36,2021
808,40FR Chantier Elastomère,Other,1534.0,28735.35,2021
810,40FR Chantier Elastomère,Other,1534.0,6096.0,2021
815,20FR Chantier bardeaux,Bardeaux,3058.0,13979.52,2021
840,Démolition Terrasse toit plat,Other,1600.0,3400.0,2021
845,40FR Chantier Elastomère,Other,1280.0,23573.67,2021
861,40FR Chantier Elastomère,Other,2250.0,35198.73,2021
867,40FR Chantier Elastomère,Other,1362.0,13439.25,2021
872,40FR Chantier Elastomère,Other,2815.0,57156.43,2021
888,40FR Chantier Elastomère,Other,2500.0,30221.38,2021
890,40FR Chantier Elastomère,Other,1000.0,14724.51,2021
891,40FR Chantier Elastomère,Other,1500.0,34186.95,2021
892,40EN Elastomer worksite,Other,835.0,13416.21,2021
893,40FR Chantier Elastomère,Other,1430.0,26852.95,2021
894,20FR Chantier bardeaux,Bardeaux,1000.0,11749.15,2021
897,40FR Chantier Elastomère,Other,1440.0,23573.67,2021
900,40FR Chantier Elastomère,Other,815.0,23573.67,2021
910,40FR Chantier Elastomère,Other,800.0,23573.67,2021
912,40FR Chantier Elastomère,Other,1400.0,16594.04,2021
914,20FR Chantier bardeaux,Bardeaux,1000.0,9111.06,2021
951,40FR Chantier Elastomère,Other,120.0,20924.17,2021
971,40FR Chantier Elastomère,Other,1125.0,19247.54,2022
972,40FR Chantier Elastomère,Other,1350.0,26535.9,2022
973,20FR Chantier bardeaux,Bardeaux,800.0,4300.2,2022
974,40FR Chantier Elastomère,Other,1500.0,28079.27,2022
975,40FR Chantier Elastomère,Other,2250.0,30342.68,2022
976,40FR Chantier Elastomère,Other,2170.0,24872.46,2022
977,20FR Chantier bardeaux,Bardeaux,900.0,7308.43,2022
978,20FR Chantier bardeaux,Bardeaux,900.0,7308.43,2022
979,40FR Chantier Elastomère,Other,2448.0,32043.76,2022
981,40FR Chantier Elastomère,Other,1320.0,23573.67,2022
983,40FR Chantier Elastomère,Other,2304.0,20082.56,2022
985,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,2296.57,2022
987,20FR Chantier bardeaux,Bardeaux,1320.0,11280.0,2022
988,40FR Chantier Elastomère,Other,600.0,22897.08,2022
990,20FR Chantier bardeaux,Bardeaux,2330.0,12920.0,2022
991,40FR Chantier Elastomère,Other,1050.0,12400.54,2022
996,20FR Chantier bardeaux,Bardeaux,2330.0,8438.71,2022
1003,Bardeaux Dynasty 60 paquets,Bardeaux,11000.0,34993.15,2022
1004,20FR Chantier bardeaux,Bardeaux,1000.0,29169.67,2022
1006,40FR Chantier Elastomère,Other,1300.0,16949.5,2022
1011,20FR Chantier bardeaux,Bardeaux,880.0,5708.89,2022
1015,20FR Chantier bardeaux,Bardeaux,3740.0,42120.85,2022
1017,20FR Chantier bardeaux,Bardeaux,1275.0,9585.04,2022
1018,20FR Chantier bardeaux,Bardeaux,4800.0,49592.98,2022
1030,40FR Chantier Elastomère,Other,300.0,38991.62,2022
1031,40FR Chantier Elastomère,Other,1580.0,22706.85,2022
1033,40FR Chantier Elastomère,Other,1200.0,18792.37,2022
1034,40FR Chantier Elastomère,Other,1150.0,17197.9,2022
1036,40FR Chantier Elastomère,Other,1980.0,20242.32,2022
1038,40EN Elastomer worksite,Other,1336.0,24635.4,2022
1039,,Unknown,2600.0,17475.87,2022
1042,40FR Chantier Elastomère,Other,300.0,37931.85,2022
1043,40FR Chantier Elastomère,Other,300.0,17183.43,2022
1045,20FR Chantier bardeaux,Bardeaux,300.0,43815.69,2022
1047,40FR Chantier Elastomère,Other,625.0,14858.84,2022
1053,40FR Chantier Elastomère,Other,1630.0,27369.85,2022
1056,20FR Chantier bardeaux,Bardeaux,1600.0,6967.4,2022
1065,20FR Chantier bardeaux,Bardeaux,1775.0,12298.71,2022
1078,Bardeaux Dynasty,Bardeaux,1200.0,5126.22,2022
1083,20FR Chantier bardeaux,Bardeaux,300.0,38732.77,2022
1088,40FR Chantier Elastomère,Other,1100.0,23745.56,2022
1089,40FR Chantier Elastomère,Other,2520.0,37773.8,2022
1091,20FR Chantier bardeaux,Bardeaux,800.0,3855.66,2022
1092,20FR Chantier bardeaux,Bardeaux,800.0,8491.13,2022
1094,20FR Chantier bardeaux,Bardeaux,800.0,34392.34,2022
1095,,Unknown,5786.0,34711.94,2022
1097,40EN Elastomer worksite,Other,2690.0,42505.81,2022
1100,20FR Chantier bardeaux,Bardeaux,1900.0,6683.23,2022
1103,40FR Chantier Elastomère,Other,700.0,13988.26,2022
1104,40FR Chantier Elastomère,Other,700.0,23538.36,2022
1107,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,3500.0,2022
1109,40FR Chantier Elastomère,Other,1175.0,17074.43,2022
1111,40FR Chantier Elastomère,Other,800.0,15757.22,2022
1119,20FR Chantier bardeaux,Bardeaux,1000.0,5115.53,2022
1121,20FR Chantier bardeaux,Bardeaux,1000.0,9366.06,2022
1122,20FR Chantier bardeaux,Bardeaux,1000.0,9176.69,2022
1126,40FR Chantier Elastomère,Other,1175.0,17766.63,2022
1127,40FR Chantier Elastomère,Other,1000.0,8513.96,2022
1129,40EN Elastomer worksite,Other,1500.0,16812.11,2022
1130,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,142997.1,2022
1135,40FR Chantier Elastomère,Other,1175.0,16919.23,2022
1136,20FR Chantier bardeaux,Bardeaux,5582.0,39452.34,2022
1137,20FR Chantier bardeaux,Bardeaux,1000.0,10310.58,2022
1140,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,1440.0,6357.93,2022
1142,40FR Chantier Elastomère,Other,1000.0,16427.63,2022
1143,20FR Chantier bardeaux,Bardeaux,1000.0,25027.67,2022
1148,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,4974.6,2022
1151,40FR Chantier Elastomère,Other,1000.0,16427.63,2022
1152,20FR Chantier bardeaux,Bardeaux,1000.0,7649.98,2022
1156,40FR Chantier Elastomère,Other,1260.0,16427.63,2022
1157,,Unknown,2640.0,16404.59,2022
1161,40FR Chantier Elastomère,Other,1680.0,26607.0,2022
1165,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,5500.0,2022
1173,20FR Chantier bardeaux,Bardeaux,1000.0,9425.85,2022
1177,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,3500.0,2022
1179,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,3800.0,2022
1181,20FR Chantier bardeaux,Bardeaux,1900.0,5499.49,2022
1182,40FR Chantier Elastomère,Other,1680.0,26183.0,2022
1183,40EN Elastomer worksite,Other,1700.0,26140.16,2022
1187,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,84497.1,2022
1189,40FR Chantier Elastomère,Other,650.0,12606.76,2022
1195,90FR Appel de service ADS,Service Call,780.0,5411.0,2022
1197,20FR Chantier bardeaux,Bardeaux,1000.0,7374.85,2022
1199,20FR Chantier bardeaux,Bardeaux,800.0,24852.89,2022
1205,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,4928.18,2022
1206,20FR Chantier bardeaux,Bardeaux,1000.0,10920.64,2022
1208,40FR Chantier Elastomère,Other,3500.0,37173.35,2022
1211,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,2303.44,2022
1215,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,2303.44,2022
1216,40EN Elastomer worksite,Other,2500.0,49629.53,2022
1223,40FR Chantier Elastomère,Other,1050.0,12606.76,2022
1234,20FR Chantier bardeaux,Bardeaux,1000.0,6609.72,2022
1235,Démolition Terrasse toit plat,Other,1600.0,3400.0,2022
1236,40FR Chantier Elastomère,Other,1600.0,34186.95,2022
1238,20FR Chantier bardeaux,Bardeaux,1350.0,8210.27,2022
1239,"26EN Shingle Decking Carpentry, Settlement Correction",Bardeaux,1300.0,26387.96,2022
1240,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,3341.0,2022
1247,"26EN Shingle Decking Carpentry, Settlement Correction",Bardeaux,1300.0,9129.59,2022
1250,40FR Chantier Elastomère,Other,400.0,698.03,2022
1251,40FR Chantier Elastomère,Other,1680.0,15299.63,2022
1252,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1256,20FR Chantier bardeaux,Bardeaux,1000.0,7336.46,2022
1257,20FR Chantier bardeaux,Bardeaux,1000.0,6528.72,2022
1258,20FR Chantier bardeaux,Bardeaux,800.0,5586.74,2022
1261,20FR Chantier bardeaux,Bardeaux,1000.0,24413.76,2022
1263,40FR Chantier Elastomère,Other,2160.0,31609.28,2022
1264,40FR Chantier Elastomère,Other,2160.0,29380.88,2022
1265,40FR Chantier Elastomère,Other,2160.0,29380.88,2022
1266,40FR Chantier Elastomère,Other,2160.0,29380.88,2022
1270,20FR Chantier bardeaux,Bardeaux,1000.0,7131.46,2022
1274,20FR Chantier bardeaux,Bardeaux,1200.0,6855.34,2022
1278,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,18124.6,2022
1282,20FR Chantier bardeaux,Bardeaux,2333.0,15781.19,2022
1283,20FR Chantier bardeaux,Bardeaux,1000.0,11297.59,2022
1284,20FR Chantier bardeaux,Bardeaux,1000.0,6038.84,2022
1289,40FR Chantier Elastomère,Other,2400.0,31715.56,2022
1290,40FR Chantier Elastomère,Other,1720.0,15949.63,2022
1291,40FR Chantier Elastomère,Other,1280.0,15949.63,2022
1292,40FR Chantier Elastomère,Other,1125.0,15949.63,2022
1295,40FR Chantier Elastomère,Other,1500.0,15949.63,2022
1296,20FR Chantier bardeaux,Bardeaux,1000.0,5586.74,2022
1297,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1298,20FR Chantier bardeaux,Bardeaux,2050.0,13267.64,2022
1300,20FR Chantier bardeaux,Bardeaux,2100.0,11626.44,2022
1301,40FR Chantier Elastomère,Other,900.0,16964.89,2022
1302,40FR Chantier Elastomère,Other,900.0,15949.63,2022
1308,20FR Chantier bardeaux,Bardeaux,1200.0,6855.34,2022
1310,21FR Options & travaux divers bardeaux,Bardeaux,1440.0,8781.41,2022
1311,40FR Chantier Elastomère,Other,1390.0,29447.43,2022
1313,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1318,20FR Chantier bardeaux,Bardeaux,1000.0,1491.02,2022
1320,40FR Chantier Elastomère,Other,1500.0,17855.5,2022
1321,40FR Chantier Elastomère,Other,1000.0,14949.63,2022
1324,20FR Chantier bardeaux,Bardeaux,1000.0,12518.27,2022
1326,Installation Isolant Polyisocyanurate,Other,1500.0,6581.8,2022
1328,20FR Chantier bardeaux,Bardeaux,2225.0,14334.05,2022
1329,93FR ADS Re-surfaçage Élastomère  (thermosoudé),Élastomère,900.0,12709.23,2022
1332,40FR Chantier Elastomère,Other,9000.0,169083.77,2022
1333,20FR Chantier bardeaux,Bardeaux,1000.0,7341.69,2022
1335,5FR Extras chantiers,Other,1375.0,5563.5,2022
1336,40FR Chantier Elastomère,Other,900.0,15704.66,2022
1337,20FR Chantier bardeaux,Bardeaux,1000.0,7428.46,2022
1338,40FR Chantier Elastomère,Other,700.0,14921.96,2022
1340,20FR Chantier bardeaux,Bardeaux,1000.0,8446.65,2022
1341,40FR Chantier Elastomère,Other,2950.0,29380.88,2022
1342,40FR Chantier Elastomère,Other,2860.0,29380.88,2022
1344,20FR Chantier bardeaux,Bardeaux,1000.0,7722.72,2022
1346,40FR Chantier Elastomère,Other,930.0,15949.63,2022
1347,20FR Chantier bardeaux,Bardeaux,1000.0,6441.64,2022
1348,40FR Chantier Elastomère,Other,4170.0,27088.1,2022
1349,40FR Chantier Elastomère,Other,3990.0,45071.58,2022
1351,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1352,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1353,40FR Chantier Elastomère,Other,1100.0,15949.63,2022
1354,20FR Chantier bardeaux,Bardeaux,1000.0,2722.16,2022
1355,20FR Chantier bardeaux,Bardeaux,720.0,6669.57,2022
1356,20FR Chantier bardeaux,Bardeaux,2850.0,6669.57,2022
1357,40FR Chantier Elastomère,Other,1690.0,15949.63,2022
1358,40FR Chantier Elastomère,Other,1690.0,14858.84,2022
1359,40FR Chantier Elastomère,Other,1120.0,15949.63,2022
1362,20FR Chantier bardeaux,Bardeaux,1000.0,6619.03,2022
1364,40FR Chantier Elastomère,Other,922.0,14481.51,2022
1368,40FR Chantier Elastomère,Other,7000.0,87413.6,2022
1371,40FR Chantier Elastomère,Other,1075.0,15949.63,2022
1376,20FR Chantier bardeaux,Bardeaux,1000.0,20850.78,2022
1381,20FR Chantier bardeaux,Bardeaux,1000.0,7490.66,2022
1384,40FR Chantier Elastomère,Other,450.0,15949.63,2022
1385,20FR Chantier bardeaux,Bardeaux,1475.0,38050.34,2022
1387,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1388,20FR Chantier bardeaux,Bardeaux,1000.0,5872.31,2022
1389,20FR Chantier bardeaux,Bardeaux,1000.0,9031.72,2022
1397,40FR Chantier Elastomère,Other,1000.0,17415.28,2022
1399,40FR Chantier Elastomère,Other,1200.0,15949.63,2022
1405,40FR Chantier Elastomère,Other,1260.0,18602.29,2022
1408,40FR Chantier Elastomère,Other,1780.0,23171.7,2022
1416,"Remise aux normes toitures de bardeaux (pontage, isolation, ventilation, jeu d'air)",Bardeaux,1440.0,7840.0,2022
1417,20FR Chantier bardeaux,Bardeaux,1000.0,7574.42,2022
1422,20FR Chantier bardeaux,Bardeaux,1000.0,6669.62,2022
1425,40FR Chantier Elastomère,Other,9000.0,110890.07,2022
1427,40FR Chantier Elastomère,Other,1250.0,23401.14,2022
1429,20FR Chantier bardeaux,Bardeaux,1000.0,8077.69,2022
1430,20FR Chantier bardeaux,Bardeaux,1000.0,8909.94,2022
1433,40FR Chantier Elastomère,Other,1800.0,26030.69,2022
1440,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,3940.4,2022
1441,40FR Chantier Elastomère,Other,2250.0,30645.98,2022
1443,40FR Chantier Elastomère,Other,1000.0,13745.07,2022
1445,20FR Chantier bardeaux,Bardeaux,1000.0,12700.18,2022
1446,20FR Chantier bardeaux,Bardeaux,1000.0,9027.83,2022
1448,20FR Chantier bardeaux,Bardeaux,1650.0,10170.99,2022
1451,40FR Chantier Elastomère,Other,600.0,8708.5,2022
1455,93FR ADS Re-surfaçage Élastomère  (thermosoudé),Élastomère,2750.0,30669.77,2022
1456,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1460,20FR Chantier bardeaux,Bardeaux,1000.0,10542.98,2022
1461,20FR Chantier bardeaux,Bardeaux,1000.0,10461.02,2022
1462,20FR Chantier bardeaux,Bardeaux,1000.0,14829.31,2022
1471,40FR Chantier Elastomère,Other,1800.0,25474.19,2022
1475,20FR Chantier bardeaux,Bardeaux,1900.0,10189.79,2022
1476,40FR Chantier Elastomère,Other,1125.0,16628.79,2022
1477,40FR Chantier Elastomère,Other,1100.0,16620.22,2022
1478,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,1279.44,2022
1484,40FR Chantier Elastomère,Other,1125.0,17586.01,2022
1486,20FR Chantier bardeaux,Bardeaux,1000.0,11850.78,2022
1488,20FR Chantier bardeaux,Bardeaux,1000.0,7899.99,2022
1489,20FR Chantier bardeaux,Bardeaux,1000.0,7182.56,2022
1490,20FR Chantier bardeaux,Bardeaux,1000.0,11252.55,2022
1491,20FR Chantier bardeaux,Bardeaux,1000.0,7968.65,2022
1493,20FR Chantier bardeaux,Bardeaux,1000.0,11823.34,2022
1497,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,138.0,849.0,2022
1499,3b'FR Isolation Bardeau Laine Fibre De Verre,Bardeaux,1440.0,1600.0,2022
1500,20FR Chantier bardeaux,Bardeaux,1000.0,5605.2,2022
1501,20FR Chantier bardeaux,Bardeaux,1000.0,7998.14,2022
1502,20FR Chantier bardeaux,Bardeaux,1000.0,5720.35,2022
1503,40FR Chantier Elastomère,Other,1050.0,16165.89,2022
1507,40FR Chantier Elastomère,Other,1044.0,16165.89,2022
1512,20FR Chantier bardeaux,Bardeaux,1000.0,9128.02,2022
1513,20FR Chantier bardeaux,Bardeaux,1000.0,8285.37,2022
1514,20FR Chantier bardeaux,Bardeaux,1000.0,5028.17,2022
1515,20FR Chantier bardeaux,Bardeaux,1000.0,8119.51,2022
1520,20FR Chantier bardeaux,Bardeaux,1000.0,18527.61,2022
1536,A SUPP 22 Sous-traitance Bardeaux,Bardeaux,2300.0,6146.37,2022
1538,20FR Chantier bardeaux,Bardeaux,2000.0,7717.5,2022
1546,20FR Chantier bardeaux,Bardeaux,1000.0,8210.37,2022
1551,40FR Chantier Elastomère,Other,2400.0,29238.46,2022
1554,5EN Extra Work,Other,100.0,12335.73,2022
1555,20FR Chantier bardeaux,Bardeaux,1000.0,6111.14,2022
1556,20FR Chantier bardeaux,Bardeaux,1000.0,6996.3,2022
1557,20FR Chantier bardeaux,Bardeaux,1000.0,10593.92,2022
1564,20FR Chantier bardeaux,Bardeaux,1000.0,10372.07,2022
1567,20FR Chantier bardeaux,Bardeaux,1000.0,17643.21,2022
1569,20FR Chantier bardeaux,Bardeaux,1000.0,12838.81,2022
1571,40FR Chantier Elastomère,Other,2400.0,29919.8,2022
1573,20FR Chantier bardeaux,Bardeaux,1000.0,8230.37,2022
1575,20FR Chantier bardeaux,Bardeaux,1000.0,10291.9,2022
1576,20FR Chantier bardeaux,Bardeaux,1000.0,6400.84,2022
1577,20FR Chantier bardeaux,Bardeaux,1000.0,2078.65,2022
1583,20FR Chantier bardeaux,Bardeaux,1000.0,7269.92,2022
1584,20FR Chantier bardeaux,Bardeaux,1000.0,5883.39,2022
1586,20FR Chantier bardeaux,Bardeaux,1000.0,12524.75,2022
1588,20FR Chantier bardeaux,Bardeaux,1000.0,17357.81,2022
1590,20FR Chantier bardeaux,Bardeaux,1000.0,12157.32,2022
1593,20FR Chantier bardeaux,Bardeaux,1000.0,9345.76,2022
1598,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1599,20FR Chantier bardeaux,Bardeaux,1000.0,32624.45,2022
1603,40FR Chantier Elastomère,Other,2000.0,27615.61,2022
1604,40EN Elastomer worksite,Other,720.0,13509.53,2022
1606,20FR Chantier bardeaux,Bardeaux,1000.0,6758.67,2022
1607,5EN Extra Work,Other,100.0,13957.35,2022
1610,20FR Chantier bardeaux,Bardeaux,1000.0,23375.58,2022
1612,20FR Chantier bardeaux,Bardeaux,1000.0,43184.2,2022
1613,20FR Chantier bardeaux,Bardeaux,1000.0,8508.21,2022
1614,20FR Chantier bardeaux,Bardeaux,1000.0,8486.54,2022
1615,20FR Chantier bardeaux,Bardeaux,1000.0,7827.38,2022
1616,20FR Chantier bardeaux,Bardeaux,1000.0,8538.9,2022
1618,20FR Chantier bardeaux,Bardeaux,1000.0,8690.77,2022
1619,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1625,20FR Chantier bardeaux,Bardeaux,1000.0,16506.87,2022
1627,40FR Chantier Elastomère,Other,2400.0,29746.47,2022
1630,20FR Chantier bardeaux,Bardeaux,1000.0,12153.46,2022
1631,20FR Chantier bardeaux,Bardeaux,1000.0,20492.56,2022
1633,A SUPP 22 Sous-traitance Bardeaux,Bardeaux,1000.0,3235.06,2022
1636,20FR Chantier bardeaux,Bardeaux,1000.0,15128.32,2022
1637,20FR Chantier bardeaux,Bardeaux,1000.0,13069.62,2022
1639,40FR Chantier Elastomère,Other,1142.0,16165.89,2022
1644,20FR Chantier bardeaux,Bardeaux,1000.0,6285.52,2022
1646,20FR Chantier bardeaux,Bardeaux,1000.0,25002.34,2022
1647,20FR Chantier bardeaux,Bardeaux,1000.0,7438.4,2022
1650,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1651,20FR Chantier bardeaux,Bardeaux,1000.0,10592.35,2022
1652,20FR Chantier bardeaux,Bardeaux,1000.0,11060.46,2022
1655,20FR Chantier bardeaux,Bardeaux,1000.0,9659.36,2022
1658,20FR Chantier bardeaux,Bardeaux,6242.0,39865.16,2022
1661,,Unknown,150.0,7116.73,2022
1663,5EN Extra Work,Other,100.0,16032.84,2022
1665,20FR Chantier bardeaux,Bardeaux,1000.0,14771.6,2022
1667,20FR Chantier bardeaux,Bardeaux,1000.0,12488.88,2022
1668,20FR Chantier bardeaux,Bardeaux,1000.0,12388.38,2022
1669,20FR Chantier bardeaux,Bardeaux,1000.0,12388.38,2022
1673,20FR Chantier bardeaux,Bardeaux,1000.0,7513.16,2022
1675,20FR Chantier bardeaux,Bardeaux,1000.0,11117.26,2022
1676,40FR Chantier Elastomère,Other,1000.0,16167.02,2022
1677,40FR Chantier Elastomère,Other,3200.0,47627.24,2022
1678,40FR Chantier Elastomère,Other,3200.0,96792.95,2022
1681,20FR Chantier bardeaux,Bardeaux,1000.0,18224.82,2022
1685,20FR Chantier bardeaux,Bardeaux,1000.0,9860.01,2022
1686,20FR Chantier bardeaux,Bardeaux,1000.0,12134.27,2022
1691,20FR Chantier bardeaux,Bardeaux,1000.0,6999.44,2022
1693,20FR Chantier bardeaux,Bardeaux,1000.0,8783.89,2022
1694,20FR Chantier bardeaux,Bardeaux,1000.0,2016.04,2022
1700,40FR Chantier Elastomère,Other,3200.0,79849.12,2022
1705,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,4088.68,2022
1706,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,6243.12,2022
1708,20FR Chantier bardeaux,Bardeaux,1000.0,43412.21,2022
1709,40FR Chantier Elastomère,Other,1080.0,16172.43,2022
1715,40FR Chantier Elastomère,Other,512.0,9413.19,2022
1717,20FR Chantier bardeaux,Bardeaux,1000.0,9032.39,2022
1721,40FR Chantier Elastomère,Other,891.0,15111.03,2022
1727,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,5975.39,2022
1728,40FR Chantier Elastomère,Other,1100.0,19655.12,2022
1729,40FR Chantier Elastomère,Other,220.0,8098.08,2022
1730,40FR Chantier Elastomère,Other,64.0,5359.97,2022
1736,20FR Chantier bardeaux,Bardeaux,1000.0,8676.81,2022
1737,40FR Chantier Elastomère,Other,1725.0,16172.43,2022
1738,20FR Chantier bardeaux,Bardeaux,1000.0,9829.2,2022
1739,20FR Chantier bardeaux,Bardeaux,1000.0,8597.25,2022
1740,20FR Chantier bardeaux,Bardeaux,1000.0,10675.66,2022
1741,20FR Chantier bardeaux,Bardeaux,1000.0,16540.35,2022
1742,20FR Chantier bardeaux,Bardeaux,1000.0,9542.26,2022
1744,40FR Chantier Elastomère,Other,1200.0,16172.43,2022
1747,20FR Chantier bardeaux,Bardeaux,1000.0,8563.43,2022
1748,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1750,40FR Chantier Elastomère,Other,1100.0,16172.43,2022
1755,"Remise aux normes toitures de bardeaux (pontage, isolation, ventilation, jeu d'air)",Bardeaux,1440.0,11450.0,2022
1759,20FR Chantier bardeaux,Bardeaux,1000.0,8009.97,2022
1760,20FR Chantier bardeaux,Bardeaux,1000.0,11798.5,2022
1766,20FR Chantier bardeaux,Bardeaux,1000.0,6606.08,2022
1767,40FR Chantier Elastomère,Other,1075.0,16172.43,2022
1774,20FR Chantier bardeaux,Bardeaux,1000.0,14009.8,2022
1775,40FR Chantier Elastomère,Other,1225.0,16172.43,2022
1776,40FR Chantier Elastomère,Other,1440.0,16172.43,2022
1780,Bardeaux Dynasty,Bardeaux,1200.0,2975.11,2022
1781,40FR Chantier Elastomère,Other,1150.0,16172.43,2022
1783,20FR Chantier bardeaux,Bardeaux,1000.0,7423.11,2022
1784,40FR Chantier Elastomère,Other,975.0,16172.43,2022
1785,20FR Chantier bardeaux,Bardeaux,1000.0,6747.65,2022
1788,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1789,20FR Chantier bardeaux,Bardeaux,1825.0,11317.99,2022
1794,20FR Chantier bardeaux,Bardeaux,1000.0,11192.26,2022
1801,40FR Chantier Elastomère,Other,1250.0,16172.43,2022
1804,20FR Chantier bardeaux,Bardeaux,220.0,2886.38,2022
1806,20FR Chantier bardeaux,Bardeaux,1000.0,10520.48,2022
1807,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1811,20FR Chantier bardeaux,Bardeaux,1000.0,6301.61,2022
1812,20FR Chantier bardeaux,Bardeaux,1000.0,6334.61,2022
1814,20FR Chantier bardeaux,Bardeaux,1000.0,9160.03,2022
1816,20FR Chantier bardeaux,Bardeaux,1000.0,7346.17,2022
1817,20FR Chantier bardeaux,Bardeaux,1000.0,7806.03,2022
1819,40FR Chantier Elastomère,Other,891.0,16822.57,2022
1821,A SUPP 22 Sous-traitance Bardeaux,Bardeaux,1950.0,10011.44,2022
1823,40FR Chantier Elastomère,Other,1075.0,16172.43,2022
1826,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1827,40FR Chantier Elastomère,Other,200.0,16172.43,2022
1828,40FR Chantier Elastomère,Other,1600.0,33261.46,2022
1830,20FR Chantier bardeaux,Bardeaux,1000.0,19052.02,2022
1831,40FR Chantier Elastomère,Other,1100.0,16172.43,2022
1835,40FR Chantier Elastomère,Other,1475.0,16172.43,2022
1839,A SUPP 22 Sous-traitance Bardeaux,Bardeaux,1300.0,5211.02,2022
1840,A SUPP 22 Sous-traitance Bardeaux,Bardeaux,1800.0,6778.81,2022
1842,40FR Chantier Elastomère,Other,1500.0,56809.7,2022
1852,40FR Chantier Elastomère,Other,600.0,14023.03,2022
1857,40FR Chantier Elastomère,Other,891.0,14129.63,2022
1859,40FR Chantier Elastomère,Other,2250.0,30446.19,2022
1861,40FR Chantier Elastomère,Other,1000.0,15572.43,2022
1866,Instllation unique du puits de lumière sans la boîte ,Skylights,2400.0,5873.21,2022
1870,40FR Chantier Elastomère,Other,2100.0,36193.06,2022
1871,20FR Chantier bardeaux,Bardeaux,1000.0,6669.57,2022
1876,20FR Chantier bardeaux,Bardeaux,1350.0,7971.57,2022
1877,5EN Extra Work,Other,100.0,11830.66,2022
1880,20FR Chantier bardeaux,Bardeaux,2000.0,10215.55,2022
